1753033548.6256945,242.33,2025-07-20 23:15:48
1753033548.6256945,159.10,2025-07-20 23:15:49
1753033548.7099829,162.25,2025-07-20 23:15:49
1753033549.2729504,226.12,2025-07-20 23:15:49
1753033549.2729504,135.00,2025-07-20 23:15:49
1753033548.6256945,221.60,2025-07-20 23:15:49
1753033548.7099829,100.62,2025-07-20 23:15:49
1753033549.2729504,81.12,2025-07-20 23:15:49
1753033549.5591931,136.86,2025-07-20 23:15:49
1753033548.6256945,71.15,2025-07-20 23:15:50
1753033549.5591931,248.52,2025-07-20 23:15:50
1753033548.6256945,90.00,2025-07-20 23:15:50
1753033548.6256945,503.12,2025-07-20 23:15:50
1753033549.5591931,163.80,2025-07-20 23:15:50
1753033548.6256945,627.58,2025-07-20 23:15:50
1753033548.6256945,562.50,2025-07-20 23:15:50
1753033548.6256945,192.24,2025-07-20 23:15:51
1753033551.067994,71.15,2025-07-20 23:15:51
1753033548.6256945,212.26,2025-07-20 23:15:51
1753033548.6256945,745.56,2025-07-20 23:15:51
1753033548.6256945,114.73,2025-07-20 23:15:51
1753033548.6256945,469.81,2025-07-20 23:15:51
1753033548.6256945,193.55,2025-07-20 23:15:52
1753033548.6256945,486.75,2025-07-20 23:15:52
1753033548.6256945,483.10,2025-07-20 23:15:52
1753033548.6256945,100.62,2025-07-20 23:15:52
1753033548.6256945,443.20,2025-07-20 23:15:52
1753033549.203577,81.12,2025-07-20 23:15:53
1753033548.6256945,533.40,2025-07-20 23:15:53
1753033548.6256945,293.36,2025-07-20 23:15:53
1753033549.203577,90.00,2025-07-20 23:15:53
1753033548.6256945,377.17,2025-07-20 23:15:53
1753033548.6256945,81.12,2025-07-20 23:15:53
1753033548.6256945,292.50,2025-07-20 23:15:54
1753033553.5118704,92.77,2025-07-20 23:15:54
1753033548.6256945,131.20,2025-07-20 23:15:54
1753033548.6256945,859.72,2025-07-20 23:15:54
1753033548.6256945,892.37,2025-07-20 23:15:54
1753033548.6256945,562.95,2025-07-20 23:15:54
1753033548.6256945,383.16,2025-07-20 23:15:54
1753033548.6256945,366.27,2025-07-20 23:15:54
1753033548.6256945,181.40,2025-07-20 23:15:55
1753033548.6256945,1080.47,2025-07-20 23:15:55
1753033548.6256945,877.50,2025-07-20 23:15:55
1753033548.6256945,902.53,2025-07-20 23:15:55
1753033548.6256945,112.50,2025-07-20 23:15:55
1753033548.6256945,420.33,2025-07-20 23:15:55
1753033548.6256945,324.50,2025-07-20 23:15:55
1753033548.6256945,201.25,2025-07-20 23:15:56
1753033555.660842,136.86,2025-07-20 23:15:56
1753033555.660842,92.77,2025-07-20 23:15:56
1753033548.6256945,662.13,2025-07-20 23:15:56
1753033548.6256945,1068.93,2025-07-20 23:15:56
1753033548.6256945,654.05,2025-07-20 23:15:56
1753033548.6256945,292.50,2025-07-20 23:15:57
1753033557.0243776,114.73,2025-07-20 23:15:57
1753033548.6256945,856.18,2025-07-20 23:15:57
1753033557.0243776,878.65,2025-07-20 23:15:57
1753033548.6256945,100.62,2025-07-20 23:15:57
1753033548.6256945,790.39,2025-07-20 23:15:58
1753033558.0036201,499.58,2025-07-20 23:15:58
1753033557.0243776,92.77,2025-07-20 23:15:58
1753033548.6256945,517.99,2025-07-20 23:15:58
1753033558.4307232,81.12,2025-07-20 23:15:58
1753033548.6256945,114.73,2025-07-20 23:15:58
1753033548.6256945,498.06,2025-07-20 23:15:58
1753033557.0243776,1080.23,2025-07-20 23:15:58
1753033557.0243776,986.16,2025-07-20 23:15:59
1753033557.0243776,1082.11,2025-07-20 23:15:59
1753033557.0243776,229.46,2025-07-20 23:15:59
1753085938.03544,60.31,2025-07-21 13:48:58
1753085938.6861122,120.63,2025-07-21 13:48:58
1753085939.1374912,60.31,2025-07-21 13:48:59
1753085939.1374912,76.29,2025-07-21 13:48:59
1753085939.1374912,76.29,2025-07-21 13:49:00
1753085940.2316394,60.31,2025-07-21 13:49:00
1753085939.1374912,60.31,2025-07-21 13:49:00
1753085939.1374912,60.31,2025-07-21 13:49:00
1753085939.1374912,60.31,2025-07-21 13:49:00
1753085939.1374912,60.31,2025-07-21 13:49:01
1753085939.1374912,60.31,2025-07-21 13:49:01
1753085939.1374912,60.31,2025-07-21 13:49:01
1753085939.1374912,76.29,2025-07-21 13:49:02
1753085939.1374912,60.31,2025-07-21 13:49:02
1753085942.4997716,76.29,2025-07-21 13:49:02
1753085939.1374912,76.29,2025-07-21 13:49:02
1753085939.1374912,161.84,2025-07-21 13:49:03
1753085939.1374912,60.31,2025-07-21 13:49:03
1753085943.2890062,85.30,2025-07-21 13:49:03
1753085943.2890062,120.63,2025-07-21 13:49:03
1753085943.2890062,60.31,2025-07-21 13:49:03
1753085943.2890062,188.81,2025-07-21 13:49:03
1753085943.2890062,161.84,2025-07-21 13:49:03
1753085943.2890062,172.71,2025-07-21 13:49:03
1753085943.2890062,60.31,2025-07-21 13:49:03
1753085944.118671,120.63,2025-07-21 13:49:04
1753085944.210597,134.87,2025-07-21 13:49:04
1753085944.4682755,291.76,2025-07-21 13:49:04
1753085944.4682755,60.31,2025-07-21 13:49:04
1753085944.4682755,85.30,2025-07-21 13:49:04
1753085944.4682755,76.29,2025-07-21 13:49:04
1753085944.9301686,60.31,2025-07-21 13:49:04
1753085944.4682755,145.25,2025-07-21 13:49:05
1753085944.9301686,97.25,2025-07-21 13:49:05
1753085944.9301686,60.31,2025-07-21 13:49:05
1753085945.4173708,134.87,2025-07-21 13:49:05
1753085945.4173708,134.87,2025-07-21 13:49:05
1753085945.4173708,85.30,2025-07-21 13:49:05
1753085945.4173708,134.87,2025-07-21 13:49:05
1753085945.4173708,180.94,2025-07-21 13:49:06
1753085945.9410028,60.31,2025-07-21 13:49:06
1753085945.4173708,269.73,2025-07-21 13:49:06
1753085945.9410028,60.31,2025-07-21 13:49:06
1753085945.4173708,111.21,2025-07-21 13:49:06
1753085945.4173708,97.25,2025-07-21 13:49:06
1753085945.4173708,111.21,2025-07-21 13:49:06
1753085945.4173708,76.29,2025-07-21 13:49:06
1753085945.4173708,366.87,2025-07-21 13:49:06
1753085945.9410028,60.31,2025-07-21 13:49:07
1753085945.4173708,60.31,2025-07-21 13:49:07
1753085945.4173708,337.97,2025-07-21 13:49:07
1753085945.4173708,85.30,2025-07-21 13:49:07
1753085945.4173708,636.59,2025-07-21 13:49:07
1753085947.344314,222.43,2025-07-21 13:49:07
1753085945.9410028,60.31,2025-07-21 13:49:07
1753085945.4173708,446.48,2025-07-21 13:49:07
1753085945.4173708,60.31,2025-07-21 13:49:07
1753085945.9410028,80.92,2025-07-21 13:49:08
1753085945.4173708,290.51,2025-07-21 13:49:08
1753085945.4173708,152.58,2025-07-21 13:49:08
1753085945.9410028,76.29,2025-07-21 13:49:08
1753085948.539346,60.31,2025-07-21 13:49:08
1753085948.539346,1308.40,2025-07-21 13:49:08
